BarCode,Itm_Cd,Itm_Name,Itm_Retail_Price_Tax
5410076283903,70000,KOLESTON FOAM 3/0 Dark Brown,52.500
70000,70000,KOLESTON FOAM 3/0 Dark Brown,52.500
5410076283941,70001,"KOLESTON FOAM 3/66 Violet Black ",53.840
70001,70001,"KOLESTON FOAM 3/66 Violet Black ",53.840
5410076283989,70002,KOLESTON FOAM 4/0 Medium Brown,52.500
70002,70002,KOLESTON FOAM 4/0 Medium Brown,52.500
5410076284054,70003,KOLESTON FOAM 4/6 Med Violet Brown,53.840
70003,70003,KOLESTON FOAM 4/6 Med Violet Brown,53.840
" 5410076863143 ",72073,"HEAD&SHOULD NAT.FRESH SHAM,400(2* OFF20%)1148",38.850
5410076863143,72073,"HEAD&SHOULD NAT.FRESH SHAM,400(2* OFF20%)1148",38.850
72073,72073,"HEAD&SHOULD NAT.FRESH SHAM,400(2* OFF20%)1148",38.850
5410076653966,72074,"HEAD&SHOULD CLASIC CL.SHAM,400(2* OFF20%)1149",38.850
72074,72074,"HEAD&SHOULD CLASIC CL.SHAM,400(2* OFF20%)1149",38.850
5410076654222,72075,"HEAD&SHOULD REFRESH SHAM,400(2* OFF20%)1150",38.850
72075,72075,"HEAD&SHOULD REFRESH SHAM,400(2* OFF20%)1150",38.850
5410076654154,72076,"HEAD&SHOULD LIVELY SILKY SHAM,400(2* OFF20%)1151",38.850
72076,72076,"HEAD&SHOULD LIVELY SILKY SHAM,400(2* OFF20%)1151",38.850
5013965795558,72077,"HEAD&SHOULD MOIST.SCALP SHAM,400(2* OFF20%)1152",38.850
72077,72077,"HEAD&SHOULD MOIST.SCALP SHAM,400(2* OFF20%)1152",38.850
4015600557478,72078,"HEAD&SHOULD REFRES(SHAM,&CON400)(OFF25%)1160",36.750
72078,72078,"HEAD&SHOULD REFRES(SHAM,&CON400)(OFF25%)1160",36.750
6281001104179,72079,COLGATE TOTEL ADVANCED FRESH 100 ML 10760,16.970
72079,72079,COLGATE TOTEL ADVANCED FRESH 100 ML 10760,16.970
8718951236783,72079,COLGATE TOTEL ADVANCED FRESH 100 ML 10760,16.970
6281001104155,72081,COLGATE TOTEL CLEAN MINT 100 ML 10145,18.490
6920354821783,72081,COLGATE TOTEL CLEAN MINT 100 ML 10145,18.490
72081,72081,COLGATE TOTEL CLEAN MINT 100 ML 10145,18.490
6281001104162,72082,COLGATE TOTEL CLEAN MINT 50 ML 10142,8.780
6920354819711,72082,COLGATE TOTEL CLEAN MINT 50 ML 10142,8.780
72082,72082,COLGATE TOTEL CLEAN MINT 50 ML 10142,8.780
72094,72094,DETTOL  RE ENERGIZE BODY WASH 250ML 24540,20.980
6295120012543,72094,DETTOL  RE ENERGIZE BODY WASH 250ML 24540,20.980
72095,72095,DETTOL RE ENERGIZE BODY WASH 500 ML 25070,39.380
6295120012567,72095,DETTOL RE ENERGIZE BODY WASH 500 ML 25070,39.380
72096,72096,DETTOL  RE ENERGIZE BODY WASH 250ML PUF24560,24.230
6295120012550,72096,DETTOL  RE ENERGIZE BODY WASH 250ML PUF24560,24.230
72098,72098,DETTOL RADIANCE BODY WASH  250ML 25200,24.150
6295120018798,72098,DETTOL RADIANCE BODY WASH  250ML 25200,24.150
72099,72099,DETTOL RE ENERGIZING HAND WASH 200ML 25210,13.350
6295120012574,72099,DETTOL RE ENERGIZING HAND WASH 200ML 25210,13.350
72100,72100,"DETTOL CARING HAND WASH 200 ML ",15.750
72115,72115,COLGATE MOUTH WASH PRO.RELI.SENSITI.400ML 21583,31.670
8850006305010,72115,COLGATE MOUTH WASH PRO.RELI.SENSITI.400ML 21583,31.670
6001067017530,72116,COLGATE T/B SPIDER MAN 2.5 YEAR EXTRA SOFT10032,14.240
72116,72116,COLGATE T/B SPIDER MAN 2.5 YEAR EXTRA SOFT10032,14.240
72119,72119,JANEKE HAIR COMB 57803,21.000
8006060214700,72119,JANEKE HAIR COMB 57803,21.000
72120,72120,JANEKE HAIR COMB 57804,17.850
8006060214717,72120,JANEKE HAIR COMB 57804,17.850
72121,72121,JANEKE HAIR COMB 57820,18.900
8006060214816,72121,JANEKE HAIR COMB 57820,18.900
72124,72124,JANEKE HAIR BRUSH SP03,44.100
8006060459453,72124,JANEKE HAIR BRUSH SP03,44.100
72126,72126,JANEKE HAIR BRUSH SP222,46.200
8006060422662,72126,JANEKE HAIR BRUSH SP222,46.200
72127,72127,JANEKE HAIR BRUSH SP31,44.100
8006060369271,72127,JANEKE HAIR BRUSH SP31,44.100
72138,72138,JANEKE HAIR ORNAMENT TA610-138,23.100
8006060496472,72138,JANEKE HAIR ORNAMENT TA610-138,23.100
72139,72139,JANEKE HAIR ORNAMENT TA610-534,23.100
8006060502395,72139,JANEKE HAIR ORNAMENT TA610-534,23.100
72146,72146,JANEKE HAIR ORNAMENT TA615-534,23.100
8006060502401,72146,JANEKE HAIR ORNAMENT TA615-534,23.100
72147,72147,JANEKE MANICURE SCISSORS STEEL LINE MP154,33.600
8033829870983,72147,JANEKE MANICURE SCISSORS STEEL LINE MP154,33.600
8033829870976,72148,JANEKE MANICURE SCISSORS STEEL LINE MP118,33.600
72148,72148,JANEKE MANICURE SCISSORS STEEL LINE MP118,33.600
72149,72149,JANEKE MANICURE SCISSORS INOX LINE MP115SA,51.450
8033829875384,72149,JANEKE MANICURE SCISSORS INOX LINE MP115SA,51.450
4015600540852,72167,CREST PRO EXPERT ALL IN 1 100 ML 41113,12.600
72167,72167,CREST PRO EXPERT ALL IN 1 100 ML 41113,12.600
019100194847,72168,JERGENS SOFTENING MUSK 250 ML CREAM 19484,16.450
72168,72168,JERGENS SOFTENING MUSK 250 ML CREAM 19484,16.450
019100194823,72170,JERGENS SOOTHING ALOE VERA 250 ML CREAM 19482,16.450
72170,72170,JERGENS SOOTHING ALOE VERA 250 ML CREAM 19482,16.450
0019100194816,72171,JERGENS SOOTHING ALOE VERA 100 ML CREAM 94816,11.970
019100194816,72171,JERGENS SOOTHING ALOE VERA 100 ML CREAM 94816,11.970
72171,72171,JERGENS SOOTHING ALOE VERA 100 ML CREAM 94816,11.970
019100194786,72172,JERGENS ENRICH SHEA BUTTER 250ML CREAM 19478,16.800
72172,72172,JERGENS ENRICH SHEA BUTTER 250ML CREAM 19478,16.800
0019100194779,72173,JERGENS ENRICH SHEA BUTTER 100ML CREAM 94779,12.600
19100194779,72173,JERGENS ENRICH SHEA BUTTER 100ML CREAM 94779,12.600
72173,72173,JERGENS ENRICH SHEA BUTTER 100ML CREAM 94779,12.600
019100194809,72174,JERGENS HYDRAT COCONUT MILK 250ML CREAM 19480,16.450
72174,72174,JERGENS HYDRAT COCONUT MILK 250ML CREAM 19480,16.450
3574660723342,72187,J&J BABY WIPES EXTRA SENSITIVE 56PCS  56455,20.180
3574661265148,72187,J&J BABY WIPES EXTRA SENSITIVE 56PCS  56455,20.180
72187,72187,J&J BABY WIPES EXTRA SENSITIVE 56PCS  56455,20.180
72188,72188,CIALIS ONCE-A-DAY 5 MG TAB 28'S,229.900
72189,72189,DEMENTILE 5 MG 30 TAB,177.750
6281102233679,72189,DEMENTILE 5 MG 30 TAB,177.750
72190,72190,DEMENTILE 10 MG 30 TAB,355.500
72193,72193,PROLAX ER 15 MG,38.400
6281102233082,72193,PROLAX ER 15 MG,38.400
72195,72195,TABIXA 10 MG 28 TAB,125.000
6281102233846,72195,TABIXA 10 MG 28 TAB,125.000
3525722011259,72196,PROPOLIS NASAL SPRAY 15 ML,29.500
72196,72196,PROPOLIS NASAL SPRAY 15 ML,29.500
72208,72208,VATIKA DERMOVIVA ULTRA FORTIFY SERUM 200 ML 803,15.750
6291069700275,72208,VATIKA DERMOVIVA ULTRA FORTIFY SERUM 200 ML 803,15.750
72209,72209,"VATIKA DERMOVIVA  AGE PROTECT SERUM 200ML 804 ",15.750
6291069700251,72209,"VATIKA DERMOVIVA  AGE PROTECT SERUM 200ML 804 ",15.750
72211,72211,DABUR AMLA BALSAM CONDITI VITAMIN 400ML276,13.650
6291069701517,72211,DABUR AMLA BALSAM CONDITI VITAMIN 400ML276,13.650
72212,72212,DABUR AMLA BALSAM CONDITI SNAKE OIL 200ML272,8.400
6291069701432,72212,DABUR AMLA BALSAM CONDITI SNAKE OIL 200ML272,8.400
72213,72213,DABUR AMLA BALSAM CONDITI VITAMIN 200ML 270,8.400
6291069701456,72213,DABUR AMLA BALSAM CONDITI VITAMIN 200ML 270,8.400
72214,72214,DABUR AMLA SHAMPOO VITAMIN 200 ML 260,8.400
6291069701333,72214,DABUR AMLA SHAMPOO VITAMIN 200 ML 260,8.400
72216,72216,DABUR AMLA SHAMPOO VITAMIN 400 ML 266,13.650
6291069701395,72216,DABUR AMLA SHAMPOO VITAMIN 400 ML 266,13.650
68739,68739,PARACHUTE INTENS PROTECT HERB 1LT+500ML FREE*63443,36.750
8901088047876,68739,PARACHUTE INTENS PROTECT HERB 1LT+500ML FREE*63443,36.750
68740,68740,AVALON EZ-CLEAN FRAGRANCE FREE W/VIT.E GEL 70ML,12.600
5022275131789,68749,"CYCLEAN LENSES SOLUTION, 250 ML  31789",46.000
68749,68749,"CYCLEAN LENSES SOLUTION, 250 ML  31789",46.000
68759,68759,DURU ANTI DAND MARIGOLD/PEARL C.SHAMP 700ML  95056,21.000
8690506395056,68759,DURU ANTI DAND MARIGOLD/PEARL C.SHAMP 700ML  95056,21.000
68761,68761,DURU COLORED POMEGRANATE/PEARL C.SHAMP 700ML 95049,21.000
8690506395049,68761,DURU COLORED POMEGRANATE/PEARL C.SHAMP 700ML 95049,21.000
68763,68763,DURU DRY&DAMAGE CASHMERE/PEARL C.SHAMP 700 ML 6228,21.000
8690506006228,68763,DURU DRY&DAMAGE CASHMERE/PEARL C.SHAMP 700 ML 6228,21.000
68764,68764,DURU NORMAL WHITE LILY/PEARL C.SHAMP 400ML 48410,12.600
8690506348410,68764,DURU NORMAL WHITE LILY/PEARL C.SHAMP 400ML 48410,12.600
68766,68766,"VEET SENSITIVE SKIN HR CRM,100+25ML FREE* 31030",18.900
6295120000922,68766,"VEET SENSITIVE SKIN HR CRM,100+25ML FREE* 31030",18.900
68774,68774,GILLETT BLUE 3 BLADES LAMES 6+2 BAGS 32601,36.380
7702018032136,68774,GILLETT BLUE 3 BLADES LAMES 6+2 BAGS 32601,36.380
7702018990818,68774,GILLETT BLUE 3 BLADES LAMES 6+2 BAGS 32601,36.380
68776,68776,DETTOL N/SHWR GEL SOOTHING+PUFF 250ML 24230,24.230
6295120005538,68776,DETTOL N/SHWR GEL SOOTHING+PUFF 250ML 24230,24.230
69052,69052,SOFFEL MOSQUITO REPELLENT CRM FLORAL 50 ML 110500,13.650
8992772377010,69052,SOFFEL MOSQUITO REPELLENT CRM FLORAL 50 ML 110500,13.650
69053,69053,SOFFEL MOSQUITO REPELLENT CRM ORANGE 50 ML 110510,13.650
8992772377027,69053,SOFFEL MOSQUITO REPELLENT CRM ORANGE 50 ML 110510,13.650
69054,69054,ARS RAT GLUE 2PCS 110220,12.600
8850273152119,69054,ARS RAT GLUE 2PCS 110220,12.600
69055,69055,JOSWE IVY  100ML SYR.,28.090
69060,69060,ROC CALMANCE MOISTURISING CREAM 40 ML 31641,68.250
69061,69061,ROC RETONOL A. C. E CREAM 30 ML 31661,155.400
041554056044,69078,"MB DREAM LIQUID MOUSSE SANDY BEIGE 30ML, 58377",76.650
69078,69078,"MB DREAM LIQUID MOUSSE SANDY BEIGE 30ML, 58377",76.650
041554056051,69080,"MB DREAM LIQUID MOUSSE PURE BEIGE 30ML, 58379",76.650
69080,69080,"MB DREAM LIQUID MOUSSE PURE BEIGE 30ML, 58379",76.650
041554056020,69081,"MB DREAM LIQUID MOUSSE CREAMY NATURAL 30ML,58380",76.650
69081,69081,"MB DREAM LIQUID MOUSSE CREAMY NATURAL 30ML,58380",76.650
041554056006,69082,"MB DREAM LIQUID MOUSSE NATURAL IVORY 30ML, 58375",76.650
69082,69082,"MB DREAM LIQUID MOUSSE NATURAL IVORY 30ML, 58375",76.650
69083,69083,MB ES.COL TATTOO NU 60 TIMELESS BLACK 58953,42.000
8901526300211,69083,MB ES.COL TATTOO NU 60 TIMELESS BLACK 58953,42.000
041554049640,69093,MB MAT MAKER PDR 20 NUDE BEIGE 59340,28.350
3600530968176,69093,MB MAT MAKER PDR 20 NUDE BEIGE 59340,28.350
69093,69093,MB MAT MAKER PDR 20 NUDE BEIGE 59340,28.350
041554049725,69094,MB MAT MAKER PDR 30 NATURAL BEI 59341,28.350
3600530968183,69094,MB MAT MAKER PDR 30 NATURAL BEI 59341,28.350
69094,69094,MB MAT MAKER PDR 30 NATURAL BEI 59341,28.350
041554049701,69095,MB MAT MAKER PDR 40 PURE BEIGE 59342,28.350
3600530968138,69095,MB MAT MAKER PDR 40 PURE BEIGE 59342,28.350
69095,69095,MB MAT MAKER PDR 40 PURE BEIGE 59342,28.350
041554049732,69096,MB MAT MAKER PDR 50 SUN BEIGE 59343,28.350
3600530968145,69096,MB MAT MAKER PDR 50 SUN BEIGE 59343,28.350
69096,69096,MB MAT MAKER PDR 50 SUN BEIGE 59343,28.350
041554513219,69097,MB PDR SUPERSTAY 24H NUGB 010 IVOIRE / 59296,71.400
3600530854363,69097,MB PDR SUPERSTAY 24H NUGB 010 IVOIRE / 59296,71.400
69097,69097,MB PDR SUPERSTAY 24H NUGB 010 IVOIRE / 59296,71.400
3574660595932,69109,J&J BABY PINK BATH 500 ML  31081,42.450
69109,69109,J&J BABY PINK BATH 500 ML  31081,42.450
69111,69111,"GOLDEN ROSE LIPCARE CLASSIC 4.6 GM, ",9.450
8691190200848,69111,"GOLDEN ROSE LIPCARE CLASSIC 4.6 GM, ",9.450
69112,69112,GOLDEN ROSE LIPCARE MOISTURIZING PEARL&GLOSS 4.6 G,9.450
8691190200879,69112,GOLDEN ROSE LIPCARE MOISTURIZING PEARL&GLOSS 4.6 G,9.450
002120110348,72110,PEDIASURE COMPLETE 1+ STRAWBERRY  900 GM S794-15 ,89.250
2120110348,72110,PEDIASURE COMPLETE 1+ STRAWBERRY  900 GM S794-15 ,89.250
72110,72110,PEDIASURE COMPLETE 1+ STRAWBERRY  900 GM S794-15 ,89.250
8886451000392,72110,PEDIASURE COMPLETE 1+ STRAWBERRY  900 GM S794-15 ,89.250
002110110648,72111,"SIMILAC TOTAL COMFORT NO.2 MILK 2TIN 820GM ",171.675
72111,72111,"SIMILAC TOTAL COMFORT NO.2 MILK 2TIN 820GM ",171.675
6001067017523,72117,COLGATE T/B SPIDER MAN 5 YEAR EXTRA SOFT21595,14.240
72117,72117,COLGATE T/B SPIDER MAN 5 YEAR EXTRA SOFT21595,14.240
72122,72122,JANEKE HAIR COMB 57862,19.950
8006060214915,72122,JANEKE HAIR COMB 57862,19.950
8006060422693,72125,JANEKE HAIR BRUSH SP221,37.800
72125,72125,JANEKE HAIR BRUSH SP221,37.800
72135,72135,JANEKE HAIR ORNAMENT TA530-534,26.250
8006060499701,72135,JANEKE HAIR ORNAMENT TA530-534,26.250
72142,72142,JANEKE HAIR ORNAMENT TA612-138,23.100
8006060496458,72142,JANEKE HAIR ORNAMENT TA612-138,23.100
72144,72144,JANEKE HAIR ORNAMENT TA615-138,23.100
8006060497387,72144,JANEKE HAIR ORNAMENT TA615-138,23.100
72150,72150,JANEKE INOX TWEEZERS MP202SA,39.900
8033829875421,72150,JANEKE INOX TWEEZERS MP202SA,39.900
8033829871218,72152,JANEKE CARTONS NAIL FILE 12'S MP108,9.450
72152,72152,JANEKE CARTONS NAIL FILE 12'S MP108,9.450
4210201051718,72159,BRAUN TYPE.5377 SILK.EPILATOR 35059,466.440
72159,72159,BRAUN TYPE.5377 SILK.EPILATOR 35059,466.440
7702018267729,72164,GILLETE BLUE 3 GEL CLEAN SHAVE 32117,27.300
72164,72164,GILLETE BLUE 3 GEL CLEAN SHAVE 32117,27.300
4015600540944,72166,CREST PRO EXPERT WHITENING 100 ML41115,12.600
72166,72166,CREST PRO EXPERT WHITENING 100 ML41115,12.600
0019100194830,72169,JERGENS SOFTENING MUSK 100 ML CREAM 94830,11.970
019100194830,72169,JERGENS SOFTENING MUSK 100 ML CREAM 94830,11.970
72169,72169,JERGENS SOFTENING MUSK 100 ML CREAM 94830,11.970
6281006478251,70315,VASELINE SOAP TOTAL MOISTURE 75 GM 205272,5.250
70315,70315,VASELINE SOAP TOTAL MOISTURE 75 GM 205272,5.250
6281006480155,70323,VASELINE SOAP EVEN TONE 165 GM 205280,6.825
70323,70323,VASELINE SOAP EVEN TONE 165 GM 205280,6.825
4015630018383,70328,COMBUR - 10 TEST 100 TEST STRIPS,107.000
70328,70328,COMBUR - 10 TEST 100 TEST STRIPS,107.000
70335,70335,"PROGRESS GOLD NO.3 BIOFACTORS (2X900G)+400G FREE ",132.300
5013965770128,70337,CAMAY PASSION INTOXICATING ROSE 125GM(3+1FREE)*114,11.550
70337,70337,CAMAY PASSION INTOXICATING ROSE 125GM(3+1FREE)*114,11.550
5013965770104,70338,CAMAY SOAP PASSION HOT MUSK 125GM(3+1FREE)* 801146,11.550
70338,70338,CAMAY SOAP PASSION HOT MUSK 125GM(3+1FREE)* 801146,11.550
5013965769825,70340,CAMAY ELEGANT AROMA VINTAGE 125GM(3+1FREE)* 801149,11.550
70340,70340,CAMAY ELEGANT AROMA VINTAGE 125GM(3+1FREE)* 801149,11.550
6291103651068,70347,NEXCARE 656-4 SHEER BANDAGES 72X25MM 4'S 93651,2.500
70347,70347,NEXCARE 656-4 SHEER BANDAGES 72X25MM 4'S 93651,2.500
051131640689,70349,NEXCARE 556-24DP ACTIVE 360 BANDAGES 60'S 0031,26.000
51131640689,70349,NEXCARE 556-24DP ACTIVE 360 BANDAGES 60'S 0031,26.000
70349,70349,NEXCARE 556-24DP ACTIVE 360 BANDAGES 60'S 0031,26.000
6291103682390,70349,NEXCARE 556-24DP ACTIVE 360 BANDAGES 60'S 0031,26.000
051131598508,70351,NEXCARE CR-3BK ATHLETIC WRAP 3X180 IN 93095,20.000
4046719889341,70351,NEXCARE CR-3BK ATHLETIC WRAP 3X180 IN 93095,20.000
70351,70351,NEXCARE CR-3BK ATHLETIC WRAP 3X180 IN 93095,20.000
70353,70353,NEXCARE DOUBLE SIDED MASSAGING SCRUBBER 93091,21.000
6291103650085,70353,NEXCARE DOUBLE SIDED MASSAGING SCRUBBER 93091,21.000
70356,70356,NEXCARE EXTRA SOFT BODY SPONGE 93566,26.250
6291103650122,70356,NEXCARE EXTRA SOFT BODY SPONGE 93566,26.250
70358,70358,NEXCARE NEK-WA NECK WARMER RECHARGES 6'S 93652,48.000
8021684615405,70358,NEXCARE NEK-WA NECK WARMER RECHARGES 6'S 93652,48.000
70364,70364,BANAT 2152 RELAXION T/BRUSH MEDIUM 90722,20.000
8690555512152,70364,BANAT 2152 RELAXION T/BRUSH MEDIUM 90722,20.000
70366,70366,BANAT 2381 TRI-ACTION T/BRUSH HARD 90730,20.000
8904086330254,69861,VEGA FACE CARE TWEEZER(TW-03),7.350
69868,69868,"FARMASI APRICOT EXOTIC B/SPL, 2X200ML *20% OFF*",22.050
69870,69870,"FARMASI STR&MELON REFRES B/SPL,2X200ML *20% OFF*",22.050
69876,69876,FARMASI BABY CARE SHAMPOO CHAM 2X445ML *20% OFF*,16.800
8690506439828,69879,DURU MOODS DESIRE S/GEL 250ML+2 DESR SOAP*20% OFF*,14.175
69879,69879,DURU MOODS DESIRE S/GEL 250ML+2 DESR SOAP*20% OFF*,14.175
4902508136761,69880,PIGEON SILICONE PACIFIER S-1 (STRAWBRY)13676/35112,13.130
69880,69880,PIGEON SILICONE PACIFIER S-1 (STRAWBRY)13676/35112,13.130
69886,69886,MANITEX NAIL POLISH REMOVER ROSE 33561,8.400
6294000733561,69886,MANITEX NAIL POLISH REMOVER ROSE 33561,8.400
69889,69889,"GILLETTE BLUE II PLUS 14+6, 32438",41.440
6281104660329,69889,"GILLETTE BLUE II PLUS 14+6, 32438",41.440
69890,69890,BAMBINI BABY WATER (1X6) 2 LTR,5.250
6281100091295,69890,BAMBINI BABY WATER (1X6) 2 LTR,5.250
6287000705058,69890,BAMBINI BABY WATER (1X6) 2 LTR,5.250
300087217095,69899, S-26 HMO PRO GOLD  NO.1  900GM  5338 ,66.150
69899,69899, S-26 HMO PRO GOLD  NO.1  900GM  5338 ,66.150
7613035162396,69899, S-26 HMO PRO GOLD  NO.1  900GM  5338 ,66.150
7613035570993,69899, S-26 HMO PRO GOLD  NO.1  900GM  5338 ,66.150
8886472103706,69899, S-26 HMO PRO GOLD  NO.1  900GM  5338 ,66.150
69906,69906,ALLERBAR NASAL SPARY KIT,139.000
8033776700258,69906,ALLERBAR NASAL SPARY KIT,139.000
69908,69908,FARMASI BABY LIQUID SOAP 500 ML,14.700
8690131654177,69908,FARMASI BABY LIQUID SOAP 500 ML,14.700
69912,69912,FARMASI BABY POWDER PUDRIEL 150 ML,8.925
8690131654108,69912,FARMASI BABY POWDER PUDRIEL 150 ML,8.925
69914,69914,FARMASI BABY SHAMPOO CHAMOMILE 200 ML,7.350
8690131654061,69914,FARMASI BABY SHAMPOO CHAMOMILE 200 ML,7.350
69919,69919,FARMASI BABY SHAMPOO LAVENDER 800 ML,17.850
8690131654153,69919,FARMASI BABY SHAMPOO LAVENDER 800 ML,17.850
69928,69928,"VEET SENSITIVE SKIN HAIR REMOVER CREAM,100ML *20% 44433",17.850
793573954602,69928,"VEET SENSITIVE SKIN HAIR REMOVER CREAM,100ML *20% 44433",17.850
69931,69931,FARMASI BABY LOTION 200 ML,9.975
8690131654054,69931,FARMASI BABY LOTION 200 ML,9.975
69933,69933,FARMASI BABY SOFT WET TOWELS 40'S,8.400
8690131660291,69933,FARMASI BABY SOFT WET TOWELS 40'S,8.400
69938,69938,FARMASI BABY SOFT WET TOWELS 20'S,4.200
8690131660307,69938,FARMASI BABY SOFT WET TOWELS 20'S,4.200
69940,69940,CHUBS SHAMPOO 200 ML 15746-17,9.450
6294000730027,69940,CHUBS SHAMPOO 200 ML 15746-17,9.450
69947,69947," AQUAFRESH LITTLE TEETH TOOTH PASTE, 50 ML 7069 ",13.820
9502930970923,69947," AQUAFRESH LITTLE TEETH TOOTH PASTE, 50 ML 7069 ",13.820
69949,69949,BREATH RIGHT CLEAR NASAL STRIPS SENSITIVE REGULAR,37.800
9502930972262,69949,BREATH RIGHT CLEAR NASAL STRIPS SENSITIVE REGULAR,37.800
69951,69951,CLEAR SHAMPOO HAIR FALL DEFENCE MEN 200 ML1028,13.470
6281006438484,69951,CLEAR SHAMPOO HAIR FALL DEFENCE MEN 200 ML1028,13.470
3281006477414,69953,LUX SHOWER GEL MAGICAL BEAUTY 700 ML 208094,41.690
69953,69953,LUX SHOWER GEL MAGICAL BEAUTY 700 ML 208094,41.690
6281006477414,69953,LUX SHOWER GEL MAGICAL BEAUTY 700 ML 208094,41.690
69956,69956,LUX SHOWER GEL SECRET BLISS 250 ML+KIT 208107,22.800
6281006478992,69956,LUX SHOWER GEL SECRET BLISS 250 ML+KIT 208107,22.800
5013965769863,70341,CAMAY EXTRAVAGANT AROMA 125GM(3+1FREE)* 801150,11.550
70341,70341,CAMAY EXTRAVAGANT AROMA 125GM(3+1FREE)* 801150,11.550
4046719062409,70346,NEXCARE COLD SPRAY 150 ML 93063,21.000
70346,70346,NEXCARE COLD SPRAY 150 ML 93063,21.000
70348,70348,NEXCARE 656-10 SHEER BANDAGES 72X25MM 10'S 93650,5.000
6291103651075,70348,NEXCARE 656-10 SHEER BANDAGES 72X25MM 10'S 93650,5.000
051131995239,70350,NEXCARE 664-30PB H.D. FLEX. FAB. BAND 30'S 93087,18.000
51131995239,70350,NEXCARE 664-30PB H.D. FLEX. FAB. BAND 30'S 93087,18.000
70350,70350,NEXCARE 664-30PB H.D. FLEX. FAB. BAND 30'S 93087,18.000
70359,70359,BANAT 1476 CAREDENT T/BRUSH SOFT 90710,15.000
8690555511476,70359,BANAT 1476 CAREDENT T/BRUSH SOFT 90710,15.000
72222,72222,VATIKA ENRICH BLACK SEED OIL  200 ML 0086,9.800
6291069704037,72222,VATIKA ENRICH BLACK SEED OIL  200 ML 0086,9.800
72223,72223,VATIKA ENRICH GARLIC OIL  200 ML 0084,11.680
6291069704051,72223,VATIKA ENRICH GARLIC OIL  200 ML 0084,11.680
72224,72224,VATIKA SLICK GEL CREAM STONG HOLD 250ML 232,11.200
6291069708073,72224,VATIKA SLICK GEL CREAM STONG HOLD 250ML 232,11.200
72225,72225,VATIKA WAVE GEL CREAM WET LOOK 250ML 231,10.500
6291069708059,72225,VATIKA WAVE GEL CREAM WET LOOK 250ML 231,10.500
72227,72227,VATIKA BRILLANTINE SHINE CREAM 210ML 128,12.840
6291069709230,72227,VATIKA BRILLANTINE SHINE CREAM 210ML 128,12.840
72238,72238,VATIKA  SHAMPOO BLACK SEED 400 ML218,14.580
6291069706437,72238,VATIKA  SHAMPOO BLACK SEED 400 ML218,14.580
72239,72239,VATIKA SHAMPOO  BLACK SEED 200 ML216,7.350
6291069706390,72239,VATIKA SHAMPOO  BLACK SEED 200 ML216,7.350
72241,72241,VATIKA HAIR MAYONN HAIR FALL CONTROL 500ML 997,18.900
6291069709186,72241,VATIKA HAIR MAYONN HAIR FALL CONTROL 500ML 997,18.900
72242,72242,VATIKA HAIR MAYONN EXTREME MOISTURIZING 500ML999,18.900
6291069709193,72242,VATIKA HAIR MAYONN EXTREME MOISTURIZING 500ML999,18.900
72243,72243,DIABATICA FIRO,231.000
6224001085499,72254,LIGHT CARE F LIGHTINING 50ML CREAM,195.300
72254,72254,LIGHT CARE F LIGHTINING 50ML CREAM,195.300
72255,72255,SUN D VITAMIN D3 1000 TAB 90's,49.500
72257,72257,ENFAMIL NO 2 900 GM,66.150
6281007030069,72257,ENFAMIL NO 2 900 GM,66.150
72263,72263,PIGEON BOTTLE CLEAR 120 ML (BPA FREE)40452,23.030
4902508260114,72263,PIGEON BOTTLE CLEAR 120 ML (BPA FREE)40452,23.030
4902508260121,72264,PIGEON BOTTLE WHITE 120 ML (BPA FREE)40453,23.030
72264,72264,PIGEON BOTTLE WHITE 120 ML (BPA FREE)40453,23.030
4902508260077,72265,PIGEON BOTTLE WHITE 240 ML (BPA FREE)40448,25.590
72265,72265,PIGEON BOTTLE WHITE 240 ML (BPA FREE)40448,25.590
4005808713110,72266,NIVEA SENSUAL MUSK LOTION 625 ML 83855,37.800
72266,72266,NIVEA SENSUAL MUSK LOTION 625 ML 83855,37.800
4005808713059,72269,NIVEA SMOOTH SENSATION LOTION 625 ML 70036,36.720
72269,72269,NIVEA SMOOTH SENSATION LOTION 625 ML 70036,36.720
4005808839247,72271,NIVEA NATURAL FAIRNESS CREAM 200 ML 71977,11.050
72271,72271,NIVEA NATURAL FAIRNESS CREAM 200 ML 71977,11.050
72272,72272,NIVEA NATURAL FAIRNESS CREAM 200 ML 71977,13.650
72281,72281,"WARM HEALTHY BULK ",198.000
72282,72282,CANSIN CAPSICUM PLASTER 50PCS,3.000
8699721201203,72282,CANSIN CAPSICUM PLASTER 50PCS,3.000
3518070333043,72283,NOVALAC IT 3 800 GM,82.950
72283,72283,NOVALAC IT 3 800 GM,82.950
6271006772657,70259,J&J PETROLIUM JELLY 250 GM *20%OFF* 31866,12.600
70259,70259,J&J PETROLIUM JELLY 250 GM *20%OFF* 31866,12.600
6271006772718,70263,CAREFREE COTTON FRESH 58'S *20%OFF* 31890(1416),28.350
70263,70263,CAREFREE COTTON FRESH 58'S *20%OFF* 31890(1416),28.350
70264,70264,SUNSILK L.O. DAMAGE RECONS. CREAM 300ML 205226,23.100
7891150017016,70264,SUNSILK L.O. DAMAGE RECONS. CREAM 300ML 205226,23.100
70265,70265,SUNSILK L.O. PERFECT STRAIGHT CREAM 300ML 205227,27.300
